yr,gid,total_pop
2020,다사401286,0.0
2019,다사401286,0.0
2018,다사401286,
2022,다사401286,0.0
2021,다사438214,195.0
2020,다사438214,221.0
2019,다사438214,230.0
2018,다사438214,222.0
2022,다사438214,199.0
2021,다사404250,893.0
2020,다사404250,919.0
2019,다사404250,877.0
2018,다사404250,
2022,다사404250,886.0
2021,다사381262,66.0
2020,다사381262,65.0
2019,다사381262,63.0
2018,다사381262,62.0
2022,다사381262,63.0
2021,다사370241,0.0
2020,다사370241,0.0
2019,다사370241,
2018,다사370241,
2022,다사370241,0.0
2021,다사472232,385.0
2020,다사472232,395.0
2019,다사472232,411.0
2018,다사472232,402.0
2022,다사472232,375.0
2021,다사409236,545.0
2020,다사409236,552.0
2019,다사409236,573.0
2018,다사409236,596.0
2022,다사409236,499.0
2021,다사391275,456.0
2020,다사391275,466.0
2019,다사391275,507.0
2018,다사391275,522.0
2022,다사391275,399.0
2021,다사344257,6.0
2020,다사344257,6.0
2019,다사344257,0.0
2018,다사344257,0.0
2022,다사344257,6.0
2021,다사440291,0.0
2020,다사440291,0.0
2019,다사440291,9.0
2018,다사440291,9.0
2022,다사440291,0.0
2021,다사405270,284.0
2020,다사405270,284.0
2019,다사405270,290.0
2018,다사405270,307.0
2022,다사405270,233.0
2021,다사418264,406.0
2020,다사418264,406.0
2019,다사418264,417.0
2018,다사418264,485.0
2022,다사418264,395.0
2021,다사370225,0.0
2020,다사370225,0.0
2019,다사370225,0.0
2018,다사370225,
2022,다사370225,0.0
2021,다사448294,172.0
2020,다사448294,173.0
2019,다사448294,183.0
2018,다사448294,189.0
2022,다사448294,166.0
2021,다사323245,0.0
2020,다사323245,0.0
2019,다사323245,0.0
2018,다사323245,0.0
2022,다사323245,0.0
2021,다사395260,67.0
2020,다사395260,91.0
2019,다사395260,95.0
2018,다사395260,108.0
2022,다사395260,70.0
2021,다사335248,0.0
2020,다사335248,
2019,다사335248,
2018,다사335248,
2022,다사335248,0.0
2021,다사428211,149.0
2020,다사428211,150.0
2019,다사428211,166.0
2018,다사428211,169.0
2022,다사428211,150.0
2021,다사443278,0.0
2020,다사443278,0.0
2019,다사443278,0.0
2018,다사443278,0.0
2022,다사443278,0.0
2021,다사373266,78.0
2020,다사373266,82.0
2019,다사373266,75.0
2018,다사373266,83.0
2022,다사373266,80.0
2021,다사380256,0.0
2020,다사380256,0.0
2019,다사380256,0.0
2018,다사380256,0.0
2022,다사380256,0.0
2021,다사449294,293.0
2020,다사449294,317.0
2019,다사449294,313.0
2018,다사449294,313.0
2022,다사449294,290.0
2021,다사442223,51.0
2020,다사442223,42.0
2019,다사442223,44.0
2018,다사442223,45.0
2022,다사442223,44.0
2021,다사394220,300.0
2020,다사394220,309.0
2019,다사394220,297.0
2018,다사394220,312.0
2022,다사394220,298.0
2021,다사423203,201.0
2020,다사423203,198.0
2019,다사423203,197.0
2018,다사423203,210.0
2022,다사423203,206.0
2021,다사394280,0.0
2020,다사394280,0.0
2019,다사394280,0.0
2018,다사394280,6.0
2022,다사394280,0.0
2021,다사378257,786.0
2020,다사378257,868.0
2019,다사378257,917.0
2018,다사378257,934.0
2022,다사378257,777.0
2021,다사352249,0.0
2020,다사352249,0.0
2019,다사352249,0.0
2018,다사352249,0.0
2022,다사352249,0.0
2021,다사345259,0.0
2020,다사345259,0.0
2019,다사345259,0.0
2018,다사345259,0.0
2022,다사345259,0.0
2021,다사440214,207.0
2020,다사440214,226.0
2019,다사440214,241.0
2018,다사440214,255.0
2022,다사440214,201.0
2021,다사401270,246.0
2020,다사401270,228.0
2019,다사401270,24.0
2018,다사401270,23.0
2022,다사401270,256.0
2021,다사369251,9.0
2020,다사369251,9.0
2019,다사369251,10.0
2018,다사369251,8.0
2022,다사369251,9.0
2021,다사345222,9.0
2020,다사345222,0.0
2019,다사345222,0.0
2018,다사345222,
2022,다사345222,12.0
2021,다사374263,100.0
2020,다사374263,97.0
2019,다사374263,88.0
2018,다사374263,64.0
2022,다사374263,96.0
2021,다사345252,8.0
2020,다사345252,7.0
2019,다사345252,6.0
2018,다사345252,0.0
2022,다사345252,8.0
2021,다사417237,291.0
2020,다사417237,312.0
2019,다사417237,294.0
2018,다사417237,294.0
2022,다사417237,276.0
2021,다사437245,295.0
2020,다사437245,299.0
2019,다사437245,327.0
2018,다사437245,330.0
2022,다사437245,292.0
2021,다사421270,0.0
2020,다사421270,0.0
2019,다사421270,0.0
2018,다사421270,0.0
2022,다사421270,0.0
2021,다사399289,16.0
2020,다사399289,19.0
2019,다사399289,16.0
2018,다사399289,21.0
2022,다사399289,19.0
2021,다사399272,511.0
2020,다사399272,530.0
2019,다사399272,539.0
2018,다사399272,595.0
2022,다사399272,517.0
2021,다사430240,33.0
2020,다사430240,34.0
2019,다사430240,29.0
2018,다사430240,30.0
2022,다사430240,32.0
2021,다사396269,48.0
2020,다사396269,46.0
2019,다사396269,45.0
2018,다사396269,41.0
2022,다사396269,40.0
2021,다사370232,0.0
2020,다사370232,
2019,다사370232,
2018,다사370232,
2022,다사370232,0.0
2021,다사397262,316.0
2020,다사397262,327.0
2019,다사397262,338.0
2018,다사397262,369.0
2022,다사397262,308.0
2021,다사421249,311.0
2020,다사421249,313.0
2019,다사421249,327.0
2018,다사421249,343.0
2022,다사421249,304.0
2021,다사434229,162.0
2020,다사434229,155.0
2019,다사434229,182.0
2018,다사434229,203.0
2022,다사434229,165.0
2021,다사370268,671.0
2020,다사370268,652.0
2019,다사370268,722.0
2018,다사370268,737.0
2022,다사370268,651.0
2021,다사407269,35.0
2020,다사407269,34.0
2019,다사407269,34.0
2018,다사407269,31.0
2022,다사407269,34.0
2021,다사457230,0.0
2020,다사457230,0.0
2019,다사457230,0.0
2018,다사457230,8.0
2022,다사457230,0.0
2021,다사474237,541.0
2020,다사474237,551.0
2019,다사474237,961.0
2018,다사474237,1003.0
2022,다사474237,536.0
2021,다사370242,
2020,다사370242,
2019,다사370242,
2018,다사370242,
2022,다사370242,0.0
2021,다사444289,0.0
2020,다사444289,0.0
2019,다사444289,0.0
2018,다사444289,0.0
2022,다사444289,0.0
2021,다사392240,48.0
2020,다사392240,53.0
2019,다사392240,53.0
2018,다사392240,47.0
2022,다사392240,44.0
2021,다사426220,148.0
2020,다사426220,147.0
2019,다사426220,167.0
2018,다사426220,166.0
2022,다사426220,139.0
2021,다사411252,235.0
2020,다사411252,270.0
2019,다사411252,290.0
2018,다사411252,299.0
2022,다사411252,236.0
2021,다사435288,0.0
2020,다사435288,
2019,다사435288,
2018,다사435288,
2022,다사435288,0.0
2021,다사393272,122.0
2020,다사393272,122.0
2019,다사393272,119.0
2018,다사393272,124.0
2022,다사393272,120.0
2021,다사418254,632.0
2020,다사418254,635.0
2019,다사418254,686.0
2018,다사418254,740.0
2022,다사418254,615.0
2021,다사492225,0.0
2020,다사492225,0.0
2019,다사492225,0.0
2018,다사492225,0.0
2022,다사492225,0.0
2021,다사393277,349.0
2020,다사393277,356.0
2019,다사393277,370.0
2018,다사393277,389.0
2022,다사393277,346.0
2021,다사400239,272.0
2020,다사400239,286.0
2019,다사400239,305.0
2018,다사400239,298.0
2022,다사400239,280.0
2021,다사390278,277.0
2020,다사390278,278.0
2019,다사390278,282.0
2018,다사390278,290.0
2022,다사390278,273.0
2021,다사442225,196.0
2020,다사442225,200.0
2019,다사442225,203.0
2018,다사442225,210.0
2022,다사442225,214.0
2021,다사457222,50.0
2020,다사457222,49.0
2019,다사457222,39.0
2018,다사457222,51.0
2022,다사457222,46.0
2021,다사400231,533.0
2020,다사400231,514.0
2019,다사400231,549.0
2018,다사400231,554.0
2022,다사400231,535.0
2021,다사431213,341.0
2020,다사431213,358.0
2019,다사431213,395.0
2018,다사431213,432.0
2022,다사431213,329.0
2021,다사448303,7.0
2020,다사448303,6.0
2019,다사448303,6.0
2018,다사448303,6.0
2022,다사448303,8.0
2021,다사430225,307.0
2020,다사430225,306.0
2019,다사430225,320.0
2018,다사430225,342.0
2022,다사430225,302.0
2021,다사434211,309.0
2020,다사434211,298.0
2019,다사434211,291.0
2018,다사434211,327.0
2022,다사434211,306.0
2021,다사470244,10.0
2020,다사470244,10.0
2019,다사470244,9.0
2018,다사470244,9.0
2022,다사470244,10.0
2021,다사439239,100.0
2020,다사439239,103.0
2019,다사439239,112.0
2018,다사439239,112.0
2022,다사439239,101.0
2021,다사324244,0.0
2020,다사324244,0.0
2019,다사324244,0.0
2018,다사324244,0.0
2022,다사324244,0.0
2021,다사423226,321.0
2020,다사423226,313.0
2019,다사423226,327.0
2018,다사423226,362.0
2022,다사423226,288.0
2021,다사423262,473.0
2020,다사423262,479.0
2019,다사423262,499.0
2018,다사423262,515.0
2022,다사423262,472.0
2021,다사399255,36.0
2020,다사399255,37.0
2019,다사399255,130.0
2018,다사399255,157.0
2022,다사399255,40.0
2021,다사359230,0.0
2020,다사359230,0.0
2019,다사359230,
2018,다사359230,
2022,다사359230,0.0
2021,다사442243,131.0
2020,다사442243,136.0
2019,다사442243,155.0
2018,다사442243,158.0
2022,다사442243,129.0
2021,다사450229,
2020,다사450229,
2019,다사450229,
2018,다사450229,
2022,다사450229,0.0
2021,다사368251,21.0
2020,다사368251,23.0
2019,다사368251,28.0
2018,다사368251,26.0
2022,다사368251,18.0
2021,다사460235,
2020,다사460235,
2019,다사460235,
2018,다사460235,
2022,다사460235,0.0
2021,다사471227,66.0
2020,다사471227,222.0
2019,다사471227,304.0
2018,다사471227,312.0
2022,다사471227,18.0
2021,다사425275,0.0
2020,다사425275,0.0
2019,다사425275,11.0
2018,다사425275,11.0
2022,다사425275,0.0
2021,다사410261,0.0
2020,다사410261,0.0
2019,다사410261,0.0
2018,다사410261,0.0
2022,다사410261,0.0
2021,다사395220,671.0
2020,다사395220,676.0
2019,다사395220,676.0
2018,다사395220,690.0
2022,다사395220,666.0
2021,다사409245,129.0
2020,다사409245,120.0
2019,다사409245,111.0
2018,다사409245,126.0
2022,다사409245,136.0
2021,다사422258,325.0
2020,다사422258,324.0
2019,다사422258,357.0
2018,다사422258,408.0
2022,다사422258,336.0
2021,다사391271,409.0
2020,다사391271,440.0
2019,다사391271,451.0
2018,다사391271,448.0
2022,다사391271,397.0
2021,다사345268,137.0
2020,다사345268,131.0
2019,다사345268,144.0
2018,다사345268,157.0
2022,다사345268,141.0
2021,다사417236,173.0
2020,다사417236,175.0
2019,다사417236,183.0
2018,다사417236,190.0
2022,다사417236,160.0
2021,다사437260,167.0
2020,다사437260,173.0
2019,다사437260,178.0
2018,다사437260,191.0
2022,다사437260,159.0
2021,다사391242,82.0
2020,다사391242,82.0
2019,다사391242,80.0
2018,다사391242,93.0
2022,다사391242,77.0
2021,다사430220,145.0
2020,다사430220,142.0
2019,다사430220,154.0
2018,다사430220,189.0
2022,다사430220,147.0
2021,다사386280,846.0
2020,다사386280,849.0
2019,다사386280,847.0
2018,다사386280,461.0
2022,다사386280,817.0
2021,다사473243,0.0
2020,다사473243,0.0
2019,다사473243,0.0
2018,다사473243,0.0
2022,다사473243,0.0
2021,다사425222,74.0
2020,다사425222,83.0
2019,다사425222,90.0
2018,다사425222,86.0
2022,다사425222,79.0
2021,다사391279,10.0
2020,다사391279,10.0
2019,다사391279,10.0
2018,다사391279,11.0
2022,다사391279,8.0
2021,다사455244,
2020,다사455244,
2019,다사455244,
2018,다사455244,
2022,다사455244,0.0
2021,다사443234,275.0
2020,다사443234,267.0
2019,다사443234,276.0
2018,다사443234,280.0
2022,다사443234,282.0
2021,다사428218,58.0
2020,다사428218,54.0
2019,다사428218,66.0
2018,다사428218,68.0
2022,다사428218,50.0
2021,다사434237,402.0
2020,다사434237,431.0
2019,다사434237,440.0
2018,다사434237,466.0
2022,다사434237,390.0
2021,다사405290,9.0
2020,다사405290,10.0
2019,다사405290,7.0
2018,다사405290,6.0
2022,다사405290,9.0
2021,다사460242,0.0
2020,다사460242,0.0
2019,다사460242,0.0
2018,다사460242,0.0
2022,다사460242,0.0
2021,다사313237,0.0
2020,다사313237,0.0
2019,다사313237,0.0
2018,다사313237,0.0
2022,다사313237,0.0
2021,다사451297,31.0
2020,다사451297,36.0
2019,다사451297,39.0
2018,다사451297,37.0
2022,다사451297,31.0
2021,다사382255,757.0
2020,다사382255,749.0
2019,다사382255,764.0
2018,다사382255,802.0
2022,다사382255,719.0
2021,다사433236,225.0
2020,다사433236,238.0
2019,다사433236,236.0
2018,다사433236,259.0
2022,다사433236,212.0
2021,다사420248,177.0
2020,다사420248,182.0
2019,다사420248,187.0
2018,다사420248,192.0
2022,다사420248,175.0
2021,다사468230,211.0
2020,다사468230,201.0
2019,다사468230,215.0
2018,다사468230,230.0
2022,다사468230,217.0
2021,다사474230,0.0
2020,다사474230,0.0
2019,다사474230,0.0
2018,다사474230,0.0
2022,다사474230,0.0
2021,다사389229,104.0
2020,다사389229,93.0
2019,다사389229,106.0
2018,다사389229,92.0
2022,다사389229,98.0
2021,다사424211,
2020,다사424211,
2019,다사424211,0.0
2018,다사424211,0.0
2022,다사424211,0.0
2021,다사382266,128.0
2020,다사382266,140.0
2019,다사382266,129.0
2018,다사382266,141.0
2022,다사382266,109.0
2021,다사406272,300.0
2020,다사406272,304.0
2019,다사406272,309.0
2018,다사406272,314.0
2022,다사406272,297.0
2021,다사433229,7.0
2020,다사433229,9.0
2019,다사433229,7.0
2018,다사433229,
2022,다사433229,10.0
2021,다사442234,317.0
2020,다사442234,307.0
2019,다사442234,311.0
2018,다사442234,347.0
2022,다사442234,301.0
2021,다사443220,294.0
2020,다사443220,296.0
2019,다사443220,347.0
2018,다사443220,369.0
2022,다사443220,311.0
2021,다사424265,232.0
2020,다사424265,263.0
2019,다사424265,272.0
2018,다사424265,267.0
2022,다사424265,230.0
2021,다사438224,131.0
2020,다사438224,145.0
2019,다사438224,155.0
2018,다사438224,163.0
2022,다사438224,132.0
2021,다사428265,235.0
2020,다사428265,231.0
2019,다사428265,239.0
2018,다사428265,282.0
2022,다사428265,215.0
2021,다사420209,459.0
2020,다사420209,450.0
2019,다사420209,491.0
2018,다사420209,510.0
2022,다사420209,425.0
2021,다사450293,114.0
2020,다사450293,122.0
2019,다사450293,130.0
2018,다사450293,133.0
2022,다사450293,103.0
2021,다사398250,176.0
2020,다사398250,181.0
2019,다사398250,186.0
2018,다사398250,206.0
2022,다사398250,188.0
2021,다사432252,254.0
2020,다사432252,271.0
2019,다사432252,280.0
2018,다사432252,268.0
2022,다사432252,241.0
2021,다사435226,203.0
2020,다사435226,208.0
2019,다사435226,218.0
2018,다사435226,233.0
2022,다사435226,187.0
2021,다사405241,25.0
2020,다사405241,33.0
2019,다사405241,40.0
2018,다사405241,52.0
2022,다사405241,22.0
2021,다사448291,0.0
2020,다사448291,0.0
2019,다사448291,0.0
2018,다사448291,0.0
2022,다사448291,0.0
2021,다사387279,418.0
2020,다사387279,440.0
2019,다사387279,456.0
2018,다사387279,181.0
2022,다사387279,418.0
2021,다사488222,0.0
2020,다사488222,0.0
2019,다사488222,6.0
2018,다사488222,0.0
2022,다사488222,0.0
2021,다사395240,159.0
2020,다사395240,158.0
2019,다사395240,167.0
2018,다사395240,161.0
2022,다사395240,170.0
2021,다사404251,296.0
2020,다사404251,282.0
2019,다사404251,280.0
2018,다사404251,
2022,다사404251,282.0
2021,다사453245,0.0
2020,다사453245,0.0
2019,다사453245,0.0
2018,다사453245,0.0
2022,다사453245,0.0
2021,다사359227,0.0
2020,다사359227,
2019,다사359227,
2018,다사359227,
2022,다사359227,0.0
2021,다사324257,
2020,다사324257,
2019,다사324257,
2018,다사324257,
2022,다사324257,0.0
2021,다사432230,152.0
2020,다사432230,149.0
2019,다사432230,162.0
2018,다사432230,184.0
2022,다사432230,143.0
2021,다사443232,258.0
2020,다사443232,289.0
2019,다사443232,282.0
2018,다사443232,289.0
2022,다사443232,241.0
2021,다사363268,6.0
2020,다사363268,6.0
2019,다사363268,
2018,다사363268,
2022,다사363268,0.0
2021,다사315243,0.0
2020,다사315243,
2019,다사315243,
2018,다사315243,
2022,다사315243,0.0
2021,다사392238,371.0
2020,다사392238,406.0
2019,다사392238,400.0
2018,다사392238,436.0
2022,다사392238,369.0
2021,다사431207,285.0
2020,다사431207,298.0
2019,다사431207,328.0
2018,다사431207,356.0
2022,다사431207,304.0
2021,다사443280,12.0
2020,다사443280,12.0
2019,다사443280,13.0
2018,다사443280,13.0
2022,다사443280,13.0
2021,다사408274,0.0
2020,다사408274,0.0
2019,다사408274,0.0
2018,다사408274,0.0
2022,다사408274,0.0
2021,다사427218,184.0
2020,다사427218,200.0
2019,다사427218,201.0
2018,다사427218,218.0
2022,다사427218,170.0
2021,다사413227,132.0
2020,다사413227,108.0
2019,다사413227,124.0
2018,다사413227,123.0
2022,다사413227,138.0
2021,다사407258,212.0
2020,다사407258,201.0
2019,다사407258,214.0
2018,다사407258,241.0
2022,다사407258,199.0
2021,다사408259,138.0
2020,다사408259,134.0
2019,다사408259,128.0
2018,다사408259,145.0
2022,다사408259,138.0
2021,다사392258,297.0
2020,다사392258,315.0
2019,다사392258,336.0
2018,다사392258,370.0
2022,다사392258,297.0
2021,다사420232,179.0
2020,다사420232,197.0
2019,다사420232,195.0
2018,다사420232,220.0
2022,다사420232,167.0
2021,다사360262,6.0
2020,다사360262,6.0
2019,다사360262,0.0
2018,다사360262,6.0
2022,다사360262,6.0
2021,다사420289,7.0
2020,다사420289,7.0
2019,다사420289,9.0
2018,다사420289,10.0
2022,다사420289,7.0
2021,다사375233,0.0
2020,다사375233,0.0
2019,다사375233,0.0
2018,다사375233,
2022,다사375233,0.0
2021,다사434250,46.0
2020,다사434250,44.0
2019,다사434250,50.0
2018,다사434250,54.0
2022,다사434250,46.0
2021,다사406247,159.0
2020,다사406247,161.0
2019,다사406247,153.0
2018,다사406247,146.0
2022,다사406247,155.0
2021,다사410237,201.0
2020,다사410237,211.0
2019,다사410237,211.0
2018,다사410237,214.0
2022,다사410237,202.0
2021,다사442279,0.0
2020,다사442279,0.0
2019,다사442279,0.0
2018,다사442279,0.0
2022,다사442279,0.0
2021,다사403233,177.0
2020,다사403233,179.0
2019,다사403233,171.0
2018,다사403233,181.0
2022,다사403233,171.0
2021,다사425227,275.0
2020,다사425227,287.0
2019,다사425227,299.0
